OrigRowNum,Table Type,Topic,Question,Table Section,Section Order,Row Type,Qnum2021,Topic2021,Qnum2018,Topic2018,,,,,,,,,,,,,,,,,,,,
3800,Closed End,Major issues in the community,Q23N,Column labels,1,Labels,Q28N_21,Major issues in the community,,,,Very significant,Somewhat significant,Not very significant,Not at all significant,Number of respondents (unweighted),,,,,,,,,,,,,,
3801,Closed End,Major issues in the community,Q23N,Region,1,Header,Q28N_21,Major issues in the community,,,Results by region:,,,,,,,,,,,,,,,,,,,
3802,Closed End,Major issues in the community,Q23N,Region,2,Data,Q28N_21,Major issues in the community,,,East Metro overall,33%,40%,19%,7%,3358,,,,,,,,,,,,,,
3803,Closed End,Major issues in the community,Q23N,Region,3,Data,Q28N_21,Major issues in the community,,,Dakota County,27%,41%,21%,10%,834,,,,,,,,,,,,,,
3804,Closed End,Major issues in the community,Q23N,Region,4,Data,Q28N_21,Major issues in the community,,,Ramsey County (overall),41%,40%,14%,5%,1837,,,,,,,,,,,,,,
3805,Closed End,Major issues in the community,Q23N,Region,5,Data,Q28N_21,Major issues in the community,,,City of Saint Paul,49%,38%,10%,3%,1033,,,,,,,,,,,,,,
3806,Closed End,Major issues in the community,Q23N,Region,6,Data,Q28N_21,Major issues in the community,,,Suburban Ramsey County,31%,44%,18%,7%,804,,,,,,,,,,,,,,
3807,Closed End,Major issues in the community,Q23N,Region,7,Data,Q28N_21,Major issues in the community,,,Washington County,25%,39%,27%,9%,687,,,,,,,,,,,,,,
3808,Closed End,Major issues in the community,Q23N,Gender,1,Header,Q28N_21,Major issues in the community,,,Results by gender identity:,,,,,,,,,,,,,,,,,,,
3809,Closed End,Major issues in the community,Q23N,Gender,2,Data,Q28N_21,Major issues in the community,,,Females,37%,42%,16%,5%,1992,,,,,,,,,,,,,,
3810,Closed End,Major issues in the community,Q23N,Gender,3,Data,Q28N_21,Major issues in the community,,,Males,29%,41%,21%,9%,1210,,,,,,,,,,,,,,
3811,Closed End,Major issues in the community,Q23N,Age,1,Header,Q28N_21,Major issues in the community,,,Results by age:,,,,,,,,,,,,,,,,,,,
3812,Closed End,Major issues in the community,Q23N,Age,2,Data,Q28N_21,Major issues in the community,,,18-34,40%,36%,19%,6%,417,,,,,,,,,,,,,,
3813,Closed End,Major issues in the community,Q23N,Age,3,Data,Q28N_21,Major issues in the community,,,35-44,38%,38%,17%,6%,564,,,,,,,,,,,,,,
3814,Closed End,Major issues in the community,Q23N,Age,4,Data,Q28N_21,Major issues in the community,,,45-54,26%,47%,18%,8%,414,,,,,,,,,,,,,,
3815,Closed End,Major issues in the community,Q23N,Age,5,Data,Q28N_21,Major issues in the community,,,55-64,25%,45%,21%,9%,513,,,,,,,,,,,,,,
3816,Closed End,Major issues in the community,Q23N,Age,6,Data,Q28N_21,Major issues in the community,,,65+,33%,42%,18%,7%,1044,,,,,,,,,,,,,,
3817,Closed End,Major issues in the community,Q23N,Education,1,Header,Q28N_21,Major issues in the community,,,Results by education level:,,,,,,,,,,,,,,,,,,,
3818,Closed End,Major issues in the community,Q23N,Education,2,Data,Q28N_21,Major issues in the community,,,"Less than HS diploma, no GED",51%,24%,14%,11%,53,,,,,,,,,,,,,,
3819,Closed End,Major issues in the community,Q23N,Education,3,Data,Q28N_21,Major issues in the community,,,HS diploma or GED,38%,41%,15%,6%,266,,,,,,,,,,,,,,
3820,Closed End,Major issues in the community,Q23N,Education,4,Data,Q28N_21,Major issues in the community,,,"Some college, trade school, or Associate degree",38%,35%,20%,8%,858,,,,,,,,,,,,,,
3821,Closed End,Major issues in the community,Q23N,Education,5,Data,Q28N_21,Major issues in the community,,,Bachelor's degree or higher,28%,45%,20%,7%,2042,,,,,,,,,,,,,,
3822,Closed End,Major issues in the community,Q23N,Household income,1,Header,Q28N_21,Major issues in the community,,,Results by household income:,,,,,,,,,,,,,,,,,,,
3823,Closed End,Major issues in the community,Q23N,Household income,2,Data,Q28N_21,Major issues in the community,,,"Less than $20,000",53%,27%,11%,9%,226,,,,,,,,,,,,,,
3824,Closed End,Major issues in the community,Q23N,Household income,3,Data,Q28N_21,Major issues in the community,,,"$20,000 to $39,999",45%,35%,14%,6%,339,,,,,,,,,,,,,,
3825,Closed End,Major issues in the community,Q23N,Household income,4,Data,Q28N_21,Major issues in the community,,,"$40,000 to $59,999",44%,32%,17%,7%,394,,,,,,,,,,,,,,
3826,Closed End,Major issues in the community,Q23N,Household income,5,Data,Q28N_21,Major issues in the community,,,"$60,000 to $79,999",41%,40%,12%,7%,399,,,,,,,,,,,,,,
3827,Closed End,Major issues in the community,Q23N,Household income,6,Data,Q28N_21,Major issues in the community,,,"$80,000 to $99,999",25%,42%,23%,10%,303,,,,,,,,,,,,,,
3828,Closed End,Major issues in the community,Q23N,Household income,7,Data,Q28N_21,Major issues in the community,,,"$100,000 to $149,999",30%,47%,17%,6%,536,,,,,,,,,,,,,,
3829,Closed End,Major issues in the community,Q23N,Household income,8,Data,Q28N_21,Major issues in the community,,,"$150,000 or more",22%,44%,27%,7%,590,,,,,,,,,,,,,,
3830,Closed End,Major issues in the community,Q23N,Housing status,1,Header,Q28N_21,Major issues in the community,,,Results by housing status:,,,,,,,,,,,,,,,,,,,
3831,Closed End,Major issues in the community,Q23N,Housing status,2,Data,Q28N_21,Major issues in the community,,,Owner,28%,43%,20%,8%,2528,,,,,,,,,,,,,,
3832,Closed End,Major issues in the community,Q23N,Housing status,3,Data,Q28N_21,Major issues in the community,,,Renter,47%,34%,14%,6%,744,,,,,,,,,,,,,,
3833,Closed End,Major issues in the community,Q23N,Housing status,4,Data,Q28N_21,Major issues in the community,,,"Lives with family or friends, homeless, or some other arrangement",59%,13%,23%,5%,64,,,,,,,,,,,,,,
3834,Closed End,Major issues in the community,Q23N,Home language,1,Header,Q28N_21,Major issues in the community,,,Results by home language:,,,,,,,,,,,,,,,,,,,
3835,Closed End,Major issues in the community,Q23N,Home language,2,Data,Q28N_21,Major issues in the community,,,English only,31%,43%,19%,7%,2914,,,,,,,,,,,,,,
3836,Closed End,Major issues in the community,Q23N,Home language,3,Data,Q28N_21,Major issues in the community,,,English plus another language,43%,32%,19%,6%,221,,,,,,,,,,,,,,
3837,Closed End,Major issues in the community,Q23N,Home language,4,Data,Q28N_21,Major issues in the community,,,Another language only,52%,24%,14%,9%,107,,,,,,,,,,,,,,
3838,Closed End,Major issues in the community,Q23N,Race / ethnicity,1,Header,Q28N_21,Major issues in the community,,,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
3839,Closed End,Major issues in the community,Q23N,Race / ethnicity,2,Data,Q28N_21,Major issues in the community,,,BIPOC,50%,28%,15%,7%,550,,,,,,,,,,,,,,
3840,Closed End,Major issues in the community,Q23N,Race / ethnicity,3,Data,Q28N_21,Major issues in the community,,,"American Indian, Native American, or Alaska Native",51%,33%,4%,12%,65,,,,,,,,,,,,,,
3841,Closed End,Major issues in the community,Q23N,Race / ethnicity,4,Data,Q28N_21,Major issues in the community,,,Asian American or Asian,38%,38%,17%,7%,216,,,,,,,,,,,,,,
3842,Closed End,Major issues in the community,Q23N,Race / ethnicity,5,Data,Q28N_21,Major issues in the community,,,"Black, African American, or African",59%,18%,11%,12%,169,,,,,,,,,,,,,,
3843,Closed End,Major issues in the community,Q23N,Race / ethnicity,6,Data,Q28N_21,Major issues in the community,,,Latino/a or Hispanic,55%,28%,15%,3%,134,,,,,,,,,,,,,,
3844,Closed End,Major issues in the community,Q23N,Race / ethnicity,7,Data,Q28N_21,Major issues in the community,,,White or Caucasian alone,28%,45%,20%,7%,2577,,,,,,,,,,,,,,
3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,Closed End,Major issues in the community,Q23O,Title,1,Title,Q28O_21,Major issues in the community,,,23O. How significant of an issue do you consider racism to be within the East Metro?,,,,,,,,,,,,,,,,,,,
3847,Closed End,Major issues in the community,Q23O,Column labels,1,Labels,Q28O_21,Major issues in the community,,,,Very significant,Somewhat significant,Not very significant,Not at all significant,Number of respondents (unweighted),,,,,,,,,,,,,,
3848,Closed End,Major issues in the community,Q23O,Region,1,Header,Q28O_21,Major issues in the community,,,Results by region:,,,,,,,,,,,,,,,,,,,
3849,Closed End,Major issues in the community,Q23O,Region,2,Data,Q28O_21,Major issues in the community,,,East Metro overall,32%,36%,20%,12%,3412,,,,,,,,,,,,,,
3850,Closed End,Major issues in the community,Q23O,Region,3,Data,Q28O_21,Major issues in the community,,,Dakota County,27%,34%,21%,18%,854,,,,,,,,,,,,,,
3851,Closed End,Major issues in the community,Q23O,Region,4,Data,Q28O_21,Major issues in the community,,,Ramsey County (overall),39%,36%,17%,7%,1857,,,,,,,,,,,,,,
3852,Closed End,Major issues in the community,Q23O,Region,5,Data,Q28O_21,Major issues in the community,,,City of Saint Paul,45%,35%,14%,7%,1030,,,,,,,,,,,,,,
3853,Closed End,Major issues in the community,Q23O,Region,6,Data,Q28O_21,Major issues in the community,,,Suburban Ramsey County,32%,37%,22%,9%,827,,,,,,,,,,,,,,
3854,Closed End,Major issues in the community,Q23O,Region,7,Data,Q28O_21,Major issues in the community,,,Washington County,23%,37%,25%,15%,701,,,,,,,,,,,,,,
3855,Closed End,Major issues in the community,Q23O,Gender,1,Header,Q28O_21,Major issues in the community,,,Results by gender identity:,,,,,,,,,,,,,,,,,,,
3856,Closed End,Major issues in the community,Q23O,Gender,2,Data,Q28O_21,Major issues in the community,,,Females,35%,40%,18%,7%,2043,,,,,,,,,,,,,,
3857,Closed End,Major issues in the community,Q23O,Gender,3,Data,Q28O_21,Major issues in the community,,,Males,28%,32%,23%,17%,1213,,,,,,,,,,,,,,
3858,Closed End,Major issues in the community,Q23O,Age,1,Header,Q28O_21,Major issues in the community,,,Results by age:,,,,,,,,,,,,,,,,,,,
3859,Closed End,Major issues in the community,Q23O,Age,2,Data,Q28O_21,Major issues in the community,,,18-34,32%,35%,23%,11%,425,,,,,,,,,,,,,,
3860,Closed End,Major issues in the community,Q23O,Age,3,Data,Q28O_21,Major issues in the community,,,35-44,34%,42%,16%,9%,582,,,,,,,,,,,,,,
3861,Closed End,Major issues in the community,Q23O,Age,4,Data,Q28O_21,Major issues in the community,,,45-54,27%,38%,22%,14%,414,,,,,,,,,,,,,,
3862,Closed End,Major issues in the community,Q23O,Age,5,Data,Q28O_21,Major issues in the community,,,55-64,23%,35%,26%,16%,521,,,,,,,,,,,,,,
3863,Closed End,Major issues in the community,Q23O,Age,6,Data,Q28O_21,Major issues in the community,,,65+,38%,34%,17%,11%,1060,,,,,,,,,,,,,,
3864,Closed End,Major issues in the community,Q23O,Education,1,Header,Q28O_21,Major issues in the community,,,Results by education level:,,,,,,,,,,,,,,,,,,,
3865,Closed End,Major issues in the community,Q23O,Education,2,Data,Q28O_21,Major issues in the community,,,"Less than HS diploma, no GED",42%,37%,14%,7%,56,,,,,,,,,,,,,,
3866,Closed End,Major issues in the community,Q23O,Education,3,Data,Q28O_21,Major issues in the community,,,HS diploma or GED,33%,32%,21%,14%,264,,,,,,,,,,,,,,
3867,Closed End,Major issues in the community,Q23O,Education,4,Data,Q28O_21,Major issues in the community,,,"Some college, trade school, or Associate degree",34%,31%,20%,15%,875,,,,,,,,,,,,,,
3868,Closed End,Major issues in the community,Q23O,Education,5,Data,Q28O_21,Major issues in the community,,,Bachelor's degree or higher,29%,40%,21%,10%,2077,,,,,,,,,,,,,,
3869,Closed End,Major issues in the community,Q23O,Household income,1,Header,Q28O_21,Major issues in the community,,,Results by household income:,,,,,,,,,,,,,,,,,,,
3870,Closed End,Major issues in the community,Q23O,Household income,2,Data,Q28O_21,Major issues in the community,,,"Less than $20,000",49%,26%,13%,12%,235,,,,,,,,,,,,,,
3871,Closed End,Major issues in the community,Q23O,Household income,3,Data,Q28O_21,Major issues in the community,,,"$20,000 to $39,999",40%,30%,22%,7%,336,,,,,,,,,,,,,,
3872,Closed End,Major issues in the community,Q23O,Household income,4,Data,Q28O_21,Major issues in the community,,,"$40,000 to $59,999",35%,36%,15%,14%,396,,,,,,,,,,,,,,
3873,Closed End,Major issues in the community,Q23O,Household income,5,Data,Q28O_21,Major issues in the community,,,"$60,000 to $79,999",34%,35%,17%,14%,405,,,,,,,,,,,,,,
3874,Closed End,Major issues in the community,Q23O,Household income,6,Data,Q28O_21,Major issues in the community,,,"$80,000 to $99,999",28%,33%,27%,13%,306,,,,,,,,,,,,,,
3875,Closed End,Major issues in the community,Q23O,Household income,7,Data,Q28O_21,Major issues in the community,,,"$100,000 to $149,999",33%,37%,18%,12%,546,,,,,,,,,,,,,,
3876,Closed End,Major issues in the community,Q23O,Household income,8,Data,Q28O_21,Major issues in the community,,,"$150,000 or more",23%,39%,26%,12%,606,,,,,,,,,,,,,,
3877,Closed End,Major issues in the community,Q23O,Housing status,1,Header,Q28O_21,Major issues in the community,,,Results by housing status:,,,,,,,,,,,,,,,,,,,
3878,Closed End,Major issues in the community,Q23O,Housing status,2,Data,Q28O_21,Major issues in the community,,,Owner,28%,37%,22%,13%,2583,,,,,,,,,,,,,,
3879,Closed End,Major issues in the community,Q23O,Housing status,3,Data,Q28O_21,Major issues in the community,,,Renter,41%,33%,16%,11%,746,,,,,,,,,,,,,,
3880,Closed End,Major issues in the community,Q23O,Housing status,4,Data,Q28O_21,Major issues in the community,,,"Lives with family or friends, homeless, or some other arrangement",49%,29%,14%,7%,62,,,,,,,,,,,,,,
3881,Closed End,Major issues in the community,Q23O,Home language,1,Header,Q28O_21,Major issues in the community,,,Results by home language:,,,,,,,,,,,,,,,,,,,
3882,Closed End,Major issues in the community,Q23O,Home language,2,Data,Q28O_21,Major issues in the community,,,English only,30%,36%,21%,13%,2957,,,,,,,,,,,,,,
3883,Closed End,Major issues in the community,Q23O,Home language,3,Data,Q28O_21,Major issues in the community,,,English plus another language,37%,37%,18%,8%,223,,,,,,,,,,,,,,
3884,Closed End,Major issues in the community,Q23O,Home language,4,Data,Q28O_21,Major issues in the community,,,Another language only,51%,24%,16%,9%,113,,,,,,,,,,,,,,
3885,Closed End,Major issues in the community,Q23O,Race / ethnicity,1,Header,Q28O_21,Major issues in the community,,,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
3886,Closed End,Major issues in the community,Q23O,Race / ethnicity,2,Data,Q28O_21,Major issues in the community,,,BIPOC,46%,32%,15%,7%,569,,,,,,,,,,,,,,
3887,Closed End,Major issues in the community,Q23O,Race / ethnicity,3,Data,Q28O_21,Major issues in the community,,,"American Indian, Native American, or Alaska Native",46%,30%,8%,16%,63,,,,,,,,,,,,,,
3888,Closed End,Major issues in the community,Q23O,Race / ethnicity,4,Data,Q28O_21,Major issues in the community,,,Asian American or Asian,37%,35%,22%,6%,222,,,,,,,,,,,,,,
3889,Closed End,Major issues in the community,Q23O,Race / ethnicity,5,Data,Q28O_21,Major issues in the community,,,"Black, African American, or African",57%,28%,6%,9%,179,,,,,,,,,,,,,,
3890,Closed End,Major issues in the community,Q23O,Race / ethnicity,6,Data,Q28O_21,Major issues in the community,,,Latino/a or Hispanic,44%,34%,15%,7%,138,,,,,,,,,,,,,,
3891,Closed End,Major issues in the community,Q23O,Race / ethnicity,7,Data,Q28O_21,Major issues in the community,,,White or Caucasian alone,28%,37%,23%,12%,2607,,,,,,,,,,,,,,
3892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,Closed End,Major issues in the community,Q23P,Title,1,Title,Q28P_21,Major issues in the community,,,23P. How significant of an issue do you consider safety/crime to be within the East Metro?,,,,,,,,,,,,,,,,,,,
3894,Closed End,Major issues in the community,Q23P,Column labels,1,Labels,Q28P_21,Major issues in the community,,,,Very significant,Somewhat significant,Not very significant,Not at all significant,Number of respondents (unweighted),,,,,,,,,,,,,,
3895,Closed End,Major issues in the community,Q23P,Region,1,Header,Q28P_21,Major issues in the community,,,Results by region:,,,,,,,,,,,,,,,,,,,
3896,Closed End,Major issues in the community,Q23P,Region,2,Data,Q28P_21,Major issues in the community,,,East Metro overall,43%,37%,16%,4%,3547,,,,,,,,,,,,,,
3897,Closed End,Major issues in the community,Q23P,Region,3,Data,Q28P_21,Major issues in the community,,,Dakota County,39%,36%,19%,6%,882,,,,,,,,,,,,,,
3898,Closed End,Major issues in the community,Q23P,Region,4,Data,Q28P_21,Major issues in the community,,,Ramsey County (overall),50%,37%,10%,3%,1924,,,,,,,,,,,,,,
3899,Closed End,Major issues in the community,Q23P,Region,5,Data,Q28P_21,Major issues in the community,,,City of Saint Paul,54%,35%,9%,2%,1071,,,,,,,,,,,,,,
3900,Closed End,Major issues in the community,Q23P,Region,6,Data,Q28P_21,Major issues in the community,,,Suburban Ramsey County,45%,40%,12%,4%,853,,,,,,,,,,,,,,
3901,Closed End,Major issues in the community,Q23P,Region,7,Data,Q28P_21,Major issues in the community,,,Washington County,37%,37%,21%,6%,741,,,,,,,,,,,,,,
3902,Closed End,Major issues in the community,Q23P,Gender,1,Header,Q28P_21,Major issues in the community,,,Results by gender identity:,,,,,,,,,,,,,,,,,,,
3903,Closed End,Major issues in the community,Q23P,Gender,2,Data,Q28P_21,Major issues in the community,,,Females,42%,38%,16%,5%,2120,,,,,,,,,,,,,,
3904,Closed End,Major issues in the community,Q23P,Gender,3,Data,Q28P_21,Major issues in the community,,,Males,43%,37%,16%,4%,1265,,,,,,,,,,,,,,
3905,Closed End,Major issues in the community,Q23P,Age,1,Header,Q28P_21,Major issues in the community,,,Results by age:,,,,,,,,,,,,,,,,,,,
3906,Closed End,Major issues in the community,Q23P,Age,2,Data,Q28P_21,Major issues in the community,,,18-34,38%,38%,19%,6%,437,,,,,,,,,,,,,,
3907,Closed End,Major issues in the community,Q23P,Age,3,Data,Q28P_21,Major issues in the community,,,35-44,35%,40%,20%,5%,587,,,,,,,,,,,,,,
