OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,Question_2021,Qnum2018,Topic2018,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
2987,Closed End,Economic opportunity and security,Q26A_21,Region,3,Data,Q26A_21,,,   Dakota County,7%,18%,37%,38%,416,,,,,,,,,,,,,,
2988,Closed End,Economic opportunity and security,Q26A_21,Region,4,Data,Q26A_21,,,   Ramsey County (overall),13%,19%,35%,33%,2255,,,,,,,,,,,,,,
2989,Closed End,Economic opportunity and security,Q26A_21,Region,5,Data,Q26A_21,,,      City of Saint Paul,16%,19%,34%,31%,1828,,,,,,,,,,,,,,
2990,Closed End,Economic opportunity and security,Q26A_21,Region,6,Data,Q26A_21,,,      Suburban Ramsey County,8%,20%,37%,35%,427,,,,,,,,,,,,,,
2991,Closed End,Economic opportunity and security,Q26A_21,Region,7,Data,Q26A_21,,,   Washington County,8%,19%,41%,33%,394,,,,,,,,,,,,,,
2992,Closed End,Economic opportunity and security,Q26A_21,Gender,1,Header,Q26A_21,,,Results by gender:,,,,,,,,,,,,,,,,,,,
2993,Closed End,Economic opportunity and security,Q26A_21,Gender,2,Data,Q26A_21,,,   Females,8%,20%,40%,32%,1904,,,,,,,,,,,,,,
2994,Closed End,Economic opportunity and security,Q26A_21,Gender,3,Data,Q26A_21,,,   Males,11%,17%,33%,39%,1007,,,,,,,,,,,,,,
2995,Closed End,Economic opportunity and security,Q26A_21,Age,1,Header,Q26A_21,,,Results by age:,,,,,,,,,,,,,,,,,,,
2996,Closed End,Economic opportunity and security,Q26A_21,Age,2,Data,Q26A_21,,,   18-34,9%,23%,35%,33%,416,,,,,,,,,,,,,,
2997,Closed End,Economic opportunity and security,Q26A_21,Age,3,Data,Q26A_21,,,   35-44,14%,18%,33%,34%,426,,,,,,,,,,,,,,
2998,Closed End,Economic opportunity and security,Q26A_21,Age,4,Data,Q26A_21,,,   45-54,10%,16%,43%,31%,366,,,,,,,,,,,,,,
2999,Closed End,Economic opportunity and security,Q26A_21,Age,5,Data,Q26A_21,,,   55-64,9%,21%,34%,36%,529,,,,,,,,,,,,,,
3000,Closed End,Economic opportunity and security,Q26A_21,Age,6,Data,Q26A_21,,,   65+,5%,11%,37%,47%,862,,,,,,,,,,,,,,
3001,Closed End,Economic opportunity and security,Q26A_21,Education,1,Header,Q26A_21,,,Results by education level:,,,,,,,,,,,,,,,,,,,
3002,Closed End,Economic opportunity and security,Q26A_21,Education,2,Data,Q26A_21,,,   "Less than HS diploma, no GED",24%,37%,20%,18%,100,,,,,,,,,,,,,,
3003,Closed End,Economic opportunity and security,Q26A_21,Education,3,Data,Q26A_21,,,   HS diploma or GED,12%,24%,28%,36%,371,,,,,,,,,,,,,,
3004,Closed End,Economic opportunity and security,Q26A_21,Education,4,Data,Q26A_21,,,   "Some college, trade school, or Associate degree",10%,17%,41%,32%,969,,,,,,,,,,,,,,
3005,Closed End,Economic opportunity and security,Q26A_21,Education,5,Data,Q26A_21,,,   Bachelor's degree or higher,6%,16%,40%,38%,1521,,,,,,,,,,,,,,
3006,Closed End,Economic opportunity and security,Q26A_21,Household income,1,Header,Q26A_21,,,Results by household income:,,,,,,,,,,,,,,,,,,,
3007,Closed End,Economic opportunity and security,Q26A_21,Household income,2,Data,Q26A_21,,,   "Less than $20,000",18%,31%,32%,19%,493,,,,,,,,,,,,,,
3008,Closed End,Economic opportunity and security,Q26A_21,Household income,3,Data,Q26A_21,,,   "$20,000 to $39,999",13%,28%,34%,25%,433,,,,,,,,,,,,,,
3009,Closed End,Economic opportunity and security,Q26A_21,Household income,4,Data,Q26A_21,,,   "$40,000 to $59,999",13%,27%,36%,25%,407,,,,,,,,,,,,,,
3010,Closed End,Economic opportunity and security,Q26A_21,Household income,5,Data,Q26A_21,,,   "$60,000 to $79,999",14%,21%,28%,37%,310,,,,,,,,,,,,,,
3011,Closed End,Economic opportunity and security,Q26A_21,Household income,6,Data,Q26A_21,,,   "$80,000 to $99,999",14%,14%,36%,36%,272,,,,,,,,,,,,,,
3012,Closed End,Economic opportunity and security,Q26A_21,Household income,7,Data,Q26A_21,,,   "$100,000 to $149,999",3%,14%,41%,42%,339,,,,,,,,,,,,,,
3013,Closed End,Economic opportunity and security,Q26A_21,Household income,8,Data,Q26A_21,,,   "$150,000 or more",4%,8%,41%,46%,259,,,,,,,,,,,,,,
3014,Closed End,Economic opportunity and security,Q26A_21,Housing status,1,Header,Q26A_21,,,Results by housing status:,,,,,,,,,,,,,,,,,,,
3015,Closed End,Economic opportunity and security,Q26A_21,Housing status,2,Data,Q26A_21,,,   Owner,7%,16%,38%,39%,1968,,,,,,,,,,,,,,
3016,Closed End,Economic opportunity and security,Q26A_21,Housing status,3,Data,Q26A_21,,,   Renter,17%,27%,34%,23%,1015,,,,,,,,,,,,,,
3017,Closed End,Economic opportunity and security,Q26A_21,Housing status,4,Data,Q26A_21,,,   "Lives with family or friends, homeless, or some other arrangement",19%,19%,33%,29%,70,,,,,,,,,,,,,,
3018,Closed End,Economic opportunity and security,Q26A_21,Home language,1,Header,Q26A_21,,,Results by home language:,,,,,,,,,,,,,,,,,,,
3019,Closed End,Economic opportunity and security,Q26A_21,Home language,2,Data,Q26A_21,,,   English only,7%,17%,39%,37%,2614,,,,,,,,,,,,,,
3020,Closed End,Economic opportunity and security,Q26A_21,Home language,3,Data,Q26A_21,,,   English plus another language,24%,29%,24%,23%,248,,,,,,,,,,,,,,
3021,Closed End,Economic opportunity and security,Q26A_21,Home language,4,Data,Q26A_21,,,   Another language only,26%,40%,16%,17%,105,,,,,,,,,,,,,,
3022,Closed End,Economic opportunity and security,Q26A_21,Race / ethnicity,1,Header,Q26A_21,,,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
3023,Closed End,Economic opportunity and security,Q26A_21,Race / ethnicity,2,Data,Q26A_21,,,   BIPOC,22%,25%,28%,25%,778,,,,,,,,,,,,,,
3024,Closed End,Economic opportunity and security,Q26A_21,Race / ethnicity,3,Data,Q26A_21,,,      "American Indian, Native American, or Alaska Native",24%,20%,35%,21%,129,,,,,,,,,,,,,,
3025,Closed End,Economic opportunity and security,Q26A_21,Race / ethnicity,4,Data,Q26A_21,,,      Asian American or Asian,24%,29%,33%,13%,217,,,,,,,,,,,,,,
3026,Closed End,Economic opportunity and security,Q26A_21,Race / ethnicity,5,Data,Q26A_21,,,      "Black, African American, or African",25%,22%,25%,28%,351,,,,,,,,,,,,,,
3027,Closed End,Economic opportunity and security,Q26A_21,Race / ethnicity,6,Data,Q26A_21,,,      Latino/a or Hispanic,10%,23%,23%,44%,138,,,,,,,,,,,,,,
3028,Closed End,Economic opportunity and security,Q26A_21,Race / ethnicity,7,Data,Q26A_21,,,   White or Caucasian alone,6%,17%,40%,38%,2064,,,,,,,,,,,,,,
3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Closed End,Economic opportunity and security,Q26B_21,Title,1,Title,Q26B_21,,,26B. How worried are you that the COVID-19 pandemic will affect the economy overall?,,,,,,,,,,,,,,,,,,,
3031,Closed End,Economic opportunity and security,Q26B_21,Column labels,1,Labels,Q26B_21,,,,Very worried,Fairly worried,Slightly worried,Not worried at all,Number of respondents (unweighted),,,,,,,,,,,,,,
3032,Closed End,Economic opportunity and security,Q26B_21,Region,1,Header,Q26B_21,,,Results by region:,,,,,,,,,,,,,,,,,,,
3033,Closed End,Economic opportunity and security,Q26B_21,Region,2,Data,Q26B_21,,,   East Metro overall,21%,33%,36%,11%,3072,,,,,,,,,,,,,,
3034,Closed End,Economic opportunity and security,Q26B_21,Region,3,Data,Q26B_21,,,   Dakota County,17%,33%,38%,12%,417,,,,,,,,,,,,,,
3035,Closed End,Economic opportunity and security,Q26B_21,Region,4,Data,Q26B_21,,,   Ramsey County (overall),25%,30%,33%,12%,2256,,,,,,,,,,,,,,
3036,Closed End,Economic opportunity and security,Q26B_21,Region,5,Data,Q26B_21,,,      City of Saint Paul,27%,31%,31%,10%,1826,,,,,,,,,,,,,,
3037,Closed End,Economic opportunity and security,Q26B_21,Region,6,Data,Q26B_21,,,      Suburban Ramsey County,22%,28%,36%,14%,430,,,,,,,,,,,,,,
3038,Closed End,Economic opportunity and security,Q26B_21,Region,7,Data,Q26B_21,,,   Washington County,19%,38%,36%,7%,399,,,,,,,,,,,,,,
3039,Closed End,Economic opportunity and security,Q26B_21,Gender,1,Header,Q26B_21,,,Results by gender:,,,,,,,,,,,,,,,,,,,
3040,Closed End,Economic opportunity and security,Q26B_21,Gender,2,Data,Q26B_21,,,   Females,21%,35%,34%,10%,1913,,,,,,,,,,,,,,
3041,Closed End,Economic opportunity and security,Q26B_21,Gender,3,Data,Q26B_21,,,   Males,20%,30%,37%,12%,1006,,,,,,,,,,,,,,
3042,Closed End,Economic opportunity and security,Q26B_21,Age,1,Header,Q26B_21,,,Results by age:,,,,,,,,,,,,,,,,,,,
3043,Closed End,Economic opportunity and security,Q26B_21,Age,2,Data,Q26B_21,,,   18-34,27%,28%,37%,8%,414,,,,,,,,,,,,,,
3044,Closed End,Economic opportunity and security,Q26B_21,Age,3,Data,Q26B_21,,,   35-44,19%,36%,34%,11%,426,,,,,,,,,,,,,,
3045,Closed End,Economic opportunity and security,Q26B_21,Age,4,Data,Q26B_21,,,   45-54,17%,34%,39%,10%,366,,,,,,,,,,,,,,
3046,Closed End,Economic opportunity and security,Q26B_21,Age,5,Data,Q26B_21,,,   55-64,19%,38%,31%,12%,528,,,,,,,,,,,,,,
3047,Closed End,Economic opportunity and security,Q26B_21,Age,6,Data,Q26B_21,,,   65+,16%,33%,34%,16%,869,,,,,,,,,,,,,,
3048,Closed End,Economic opportunity and security,Q26B_21,Education,1,Header,Q26B_21,,,Results by education level:,,,,,,,,,,,,,,,,,,,
3049,Closed End,Economic opportunity and security,Q26B_21,Education,2,Data,Q26B_21,,,   "Less than HS diploma, no GED",41%,23%,19%,17%,97,,,,,,,,,,,,,,
3050,Closed End,Economic opportunity and security,Q26B_21,Education,3,Data,Q26B_21,,,   HS diploma or GED,21%,38%,27%,15%,373,,,,,,,,,,,,,,
3051,Closed End,Economic opportunity and security,Q26B_21,Education,4,Data,Q26B_21,,,   "Some college, trade school, or Associate degree",20%,30%,38%,12%,979,,,,,,,,,,,,,,
3052,Closed End,Economic opportunity and security,Q26B_21,Education,5,Data,Q26B_21,,,   Bachelor's degree or higher,19%,32%,41%,8%,1520,,,,,,,,,,,,,,
3053,Closed End,Economic opportunity and security,Q26B_21,Household income,1,Header,Q26B_21,,,Results by household income:,,,,,,,,,,,,,,,,,,,
3054,Closed End,Economic opportunity and security,Q26B_21,Household income,2,Data,Q26B_21,,,   "Less than $20,000",21%,39%,29%,11%,494,,,,,,,,,,,,,,
3055,Closed End,Economic opportunity and security,Q26B_21,Household income,3,Data,Q26B_21,,,   "$20,000 to $39,999",28%,31%,30%,11%,434,,,,,,,,,,,,,,
3056,Closed End,Economic opportunity and security,Q26B_21,Household income,4,Data,Q26B_21,,,   "$40,000 to $59,999",26%,30%,36%,9%,408,,,,,,,,,,,,,,
3057,Closed End,Economic opportunity and security,Q26B_21,Household income,5,Data,Q26B_21,,,   "$60,000 to $79,999",29%,35%,21%,15%,313,,,,,,,,,,,,,,
3058,Closed End,Economic opportunity and security,Q26B_21,Household income,6,Data,Q26B_21,,,   "$80,000 to $99,999",25%,35%,32%,8%,273,,,,,,,,,,,,,,
3059,Closed End,Economic opportunity and security,Q26B_21,Household income,7,Data,Q26B_21,,,   "$100,000 to $149,999",17%,33%,41%,9%,340,,,,,,,,,,,,,,
3060,Closed End,Economic opportunity and security,Q26B_21,Household income,8,Data,Q26B_21,,,   "$150,000 or more",11%,31%,46%,13%,258,,,,,,,,,,,,,,
3061,Closed End,Economic opportunity and security,Q26B_21,Housing status,1,Header,Q26B_21,,,Results by housing status:,,,,,,,,,,,,,,,,,,,
3062,Closed End,Economic opportunity and security,Q26B_21,Housing status,2,Data,Q26B_21,,,   Owner,18%,33%,37%,12%,1976,,,,,,,,,,,,,,
3063,Closed End,Economic opportunity and security,Q26B_21,Housing status,3,Data,Q26B_21,,,   Renter,28%,32%,31%,9%,1013,,,,,,,,,,,,,,
3064,Closed End,Economic opportunity and security,Q26B_21,Housing status,4,Data,Q26B_21,,,   "Lives with family or friends, homeless, or some other arrangement",27%,25%,39%,8%,70,,,,,,,,,,,,,,
3065,Closed End,Economic opportunity and security,Q26B_21,Home language,1,Header,Q26B_21,,,Results by home language:,,,,,,,,,,,,,,,,,,,
3066,Closed End,Economic opportunity and security,Q26B_21,Home language,2,Data,Q26B_21,,,   English only,18%,33%,38%,12%,2623,,,,,,,,,,,,,,
3067,Closed End,Economic opportunity and security,Q26B_21,Home language,3,Data,Q26B_21,,,   English plus another language,45%,29%,20%,6%,248,,,,,,,,,,,,,,
3068,Closed End,Economic opportunity and security,Q26B_21,Home language,4,Data,Q26B_21,,,   Another language only,30%,35%,28%,7%,103,,,,,,,,,,,,,,
3069,Closed End,Economic opportunity and security,Q26B_21,Race / ethnicity,1,Header,Q26B_21,,,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
3070,Closed End,Economic opportunity and security,Q26B_21,Race / ethnicity,2,Data,Q26B_21,,,   BIPOC,36%,27%,26%,11%,773,,,,,,,,,,,,,,
3071,Closed End,Economic opportunity and security,Q26B_21,Race / ethnicity,3,Data,Q26B_21,,,      "American Indian, Native American, or Alaska Native",33%,31%,24%,12%,128,,,,,,,,,,,,,,
3072,Closed End,Economic opportunity and security,Q26B_21,Race / ethnicity,4,Data,Q26B_21,,,      Asian American or Asian,32%,38%,26%,4%,215,,,,,,,,,,,,,,
3073,Closed End,Economic opportunity and security,Q26B_21,Race / ethnicity,5,Data,Q26B_21,,,      "Black, African American, or African",39%,20%,27%,13%,348,,,,,,,,,,,,,,
3074,Closed End,Economic opportunity and security,Q26B_21,Race / ethnicity,6,Data,Q26B_21,,,      Latino/a or Hispanic,36%,15%,28%,21%,139,,,,,,,,,,,,,,
3075,Closed End,Economic opportunity and security,Q26B_21,Race / ethnicity,7,Data,Q26B_21,,,   White or Caucasian alone,16%,34%,39%,11%,2077,,,,,,,,,,,,,,
3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,Closed End,Economic opportunity and security,Q29A_21,Title,1,Title,Q27A_21,Q29A_18,Economic opportunity and security,27A. How worried are you about paying your rent or mortgage?,,,,,,,,,,,,,,,,,,,
3078,Closed End,Economic opportunity and security,Q29A_21,Column labels,1,Labels,Q27A_21,Q29A_18,Economic opportunity and security,,Very worried,Fairly worried,Slightly worried,Not worried at all,Number of respondents (unweighted),,,,,,,,,,,,,,
3079,Closed End,Economic opportunity and security,Q29A_21,Region,1,Header,Q27A_21,Q29A_18,Economic opportunity and security,Results by region:,,,,,,,,,,,,,,,,,,,
3080,Closed End,Economic opportunity and security,Q29A_21,Region,2,Data,Q27A_21,Q29A_18,Economic opportunity and security,   East Metro overall,7%,9%,20%,64%,3074,,,,,,,,,,,,,,
3081,Closed End,Economic opportunity and security,Q29A_21,Region,3,Data,Q27A_21,Q29A_18,Economic opportunity and security,   Dakota County,4%,9%,19%,68%,419,,,,,,,,,,,,,,
3082,Closed End,Economic opportunity and security,Q29A_21,Region,4,Data,Q27A_21,Q29A_18,Economic opportunity and security,   Ramsey County (overall),10%,10%,23%,57%,2259,,,,,,,,,,,,,,
3083,Closed End,Economic opportunity and security,Q29A_21,Region,5,Data,Q27A_21,Q29A_18,Economic opportunity and security,      City of Saint Paul,12%,12%,25%,51%,1832,,,,,,,,,,,,,,
3084,Closed End,Economic opportunity and security,Q29A_21,Region,6,Data,Q27A_21,Q29A_18,Economic opportunity and security,      Suburban Ramsey County,7%,8%,21%,65%,427,,,,,,,,,,,,,,
3085,Closed End,Economic opportunity and security,Q29A_21,Region,7,Data,Q27A_21,Q29A_18,Economic opportunity and security,   Washington County,6%,7%,16%,71%,396,,,,,,,,,,,,,,
3086,Closed End,Economic opportunity and security,Q29A_21,Gender,1,Header,Q27A_21,Q29A_18,Economic opportunity and security,Results by gender:,,,,,,,,,,,,,,,,,,,
3087,Closed End,Economic opportunity and security,Q29A_21,Gender,2,Data,Q27A_21,Q29A_18,Economic opportunity and security,   Females,7%,9%,22%,61%,1907,,,,,,,,,,,,,,
3088,Closed End,Economic opportunity and security,Q29A_21,Gender,3,Data,Q27A_21,Q29A_18,Economic opportunity and security,   Males,7%,9%,16%,68%,1010,,,,,,,,,,,,,,
3089,Closed End,Economic opportunity and security,Q29A_21,Age,1,Header,Q27A_21,Q29A_18,Economic opportunity and security,Results by age:,,,,,,,,,,,,,,,,,,,
3090,Closed End,Economic opportunity and security,Q29A_21,Age,2,Data,Q27A_21,Q29A_18,Economic opportunity and security,   18-34,7%,13%,26%,54%,415,,,,,,,,,,,,,,
3091,Closed End,Economic opportunity and security,Q29A_21,Age,3,Data,Q27A_21,Q29A_18,Economic opportunity and security,   35-44,13%,6%,22%,59%,426,,,,,,,,,,,,,,
3092,Closed End,Economic opportunity and security,Q29A_21,Age,4,Data,Q27A_21,Q29A_18,Economic opportunity and security,   45-54,6%,11%,18%,65%,369,,,,,,,,,,,,,,
3093,Closed End,Economic opportunity and security,Q29A_21,Age,5,Data,Q27A_21,Q29A_18,Economic opportunity and security,   55-64,7%,6%,20%,67%,531,,,,,,,,,,,,,,
3094,Closed End,Economic opportunity and security,Q29A_21,Age,6,Data,Q27A_21,Q29A_18,Economic opportunity and security,   65+,2%,4%,11%,83%,864,,,,,,,,,,,,,,
3095,Closed End,Economic opportunity and security,Q29A_21,Education,1,Header,Q27A_21,Q29A_18,Economic opportunity and security,Results by education level:,,,,,,,,,,,,,,,,,,,
3096,Closed End,Economic opportunity and security,Q29A_21,Education,2,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "Less than HS diploma, no GED",16%,20%,27%,37%,101,,,,,,,,,,,,,,
3097,Closed End,Economic opportunity and security,Q29A_21,Education,3,Data,Q27A_21,Q29A_18,Economic opportunity and security,   HS diploma or GED,13%,13%,17%,58%,376,,,,,,,,,,,,,,
3098,Closed End,Economic opportunity and security,Q29A_21,Education,4,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "Some college, trade school, or Associate degree",6%,8%,21%,65%,973,,,,,,,,,,,,,,
3099,Closed End,Economic opportunity and security,Q29A_21,Education,5,Data,Q27A_21,Q29A_18,Economic opportunity and security,   Bachelor's degree or higher,3%,8%,20%,69%,1519,,,,,,,,,,,,,,
3100,Closed End,Economic opportunity and security,Q29A_21,Household income,1,Header,Q27A_21,Q29A_18,Economic opportunity and security,Results by household income:,,,,,,,,,,,,,,,,,,,
3101,Closed End,Economic opportunity and security,Q29A_21,Household income,2,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "Less than $20,000",21%,22%,24%,32%,497,,,,,,,,,,,,,,
3102,Closed End,Economic opportunity and security,Q29A_21,Household income,3,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "$20,000 to $39,999",12%,20%,27%,41%,435,,,,,,,,,,,,,,
3103,Closed End,Economic opportunity and security,Q29A_21,Household income,4,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "$40,000 to $59,999",11%,15%,20%,54%,401,,,,,,,,,,,,,,
3104,Closed End,Economic opportunity and security,Q29A_21,Household income,5,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "$60,000 to $79,999",9%,9%,24%,58%,310,,,,,,,,,,,,,,
3105,Closed End,Economic opportunity and security,Q29A_21,Household income,6,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "$80,000 to $99,999",6%,6%,19%,70%,273,,,,,,,,,,,,,,
3106,Closed End,Economic opportunity and security,Q29A_21,Household income,7,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "$100,000 to $149,999",1%,5%,19%,75%,339,,,,,,,,,,,,,,
3107,Closed End,Economic opportunity and security,Q29A_21,Household income,8,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "$150,000 or more",<.5%,2%,12%,86%,259,,,,,,,,,,,,,,
3108,Closed End,Economic opportunity and security,Q29A_21,Housing status,1,Header,Q27A_21,Q29A_18,Economic opportunity and security,Results by housing status:,,,,,,,,,,,,,,,,,,,
3109,Closed End,Economic opportunity and security,Q29A_21,Housing status,2,Data,Q27A_21,Q29A_18,Economic opportunity and security,   Owner,4%,6%,18%,72%,1967,,,,,,,,,,,,,,
3110,Closed End,Economic opportunity and security,Q29A_21,Housing status,3,Data,Q27A_21,Q29A_18,Economic opportunity and security,   Renter,16%,19%,25%,40%,1022,,,,,,,,,,,,,,
3111,Closed End,Economic opportunity and security,Q29A_21,Housing status,4,Data,Q27A_21,Q29A_18,Economic opportunity and security,   "Lives with family or friends, homeless, or some other arrangement",7%,13%,21%,59%,70,,,,,,,,,,,,,,
3112,Closed End,Economic opportunity and security,Q29A_21,Home language,1,Header,Q27A_21,Q29A_18,Economic opportunity and security,Results by home language:,,,,,,,,,,,,,,,,,,,
3113,Closed End,Economic opportunity and security,Q29A_21,Home language,2,Data,Q27A_21,Q29A_18,Economic opportunity and security,   English only,5%,7%,21%,67%,2625,,,,,,,,,,,,,,
3114,Closed End,Economic opportunity and security,Q29A_21,Home language,3,Data,Q27A_21,Q29A_18,Economic opportunity and security,   English plus another language,20%,19%,19%,42%,244,,,,,,,,,,,,,,
