OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
3606,Closed End,Economic  opportunity  and security,Q26_18,Age,3,Data,   35-44,32%,68%,272,,,,,,,,,,,,,,,,
3607,Closed End,Economic  opportunity  and security,Q26_18,Age,4,Data,   45-54,23%,77%,300,,,,,,,,,,,,,,,,
3608,Closed End,Economic  opportunity  and security,Q26_18,Age,5,Data,   55-64,21%,79%,422,,,,,,,,,,,,,,,,
3609,Closed End,Economic  opportunity  and security,Q26_18,Age,6,Data,   65+,5%,95%,573,,,,,,,,,,,,,,,,
3610,Closed End,Economic  opportunity  and security,Q26_18,Education,1,Header,Results by education level:,--,--,,,,,,,,,,,,,,,,,
3611,Closed End,Economic  opportunity  and security,Q26_18,Education,2,Data,   "Less than HS diploma, no GED",43%,57%,20,,,,,,,,,,,,,,,,
3612,Closed End,Economic  opportunity  and security,Q26_18,Education,3,Data,   HS diploma or GED,20%,80%,200,,,,,,,,,,,,,,,,
3613,Closed End,Economic  opportunity  and security,Q26_18,Education,4,Data,   "Some college, trade school, or Associate degree",27%,73%,552,,,,,,,,,,,,,,,,
3614,Closed End,Economic  opportunity  and security,Q26_18,Education,5,Data,   Bachelor's degree or higher,17%,83%,1105,,,,,,,,,,,,,,,,
3615,Closed End,Economic  opportunity  and security,Q26_18,Household income,1,Header,Results by household income:,--,--,,,,,,,,,,,,,,,,,
3616,Closed End,Economic  opportunity  and security,Q26_18,Household income,2,Data,   "Less than $20,000",43%,57%,138,,,,,,,,,,,,,,,,
3617,Closed End,Economic  opportunity  and security,Q26_18,Household income,3,Data,   "$20,000 to $39,999",35%,65%,237,,,,,,,,,,,,,,,,
3618,Closed End,Economic  opportunity  and security,Q26_18,Household income,4,Data,   "$40,000 to $59,999",29%,71%,252,,,,,,,,,,,,,,,,
3619,Closed End,Economic  opportunity  and security,Q26_18,Household income,5,Data,   "$60,000 to $79,999",24%,76%,242,,,,,,,,,,,,,,,,
3620,Closed End,Economic  opportunity  and security,Q26_18,Household income,6,Data,   "$80,000 to $99,999",14%,86%,214,,,,,,,,,,,,,,,,
3621,Closed End,Economic  opportunity  and security,Q26_18,Household income,7,Data,   "$100,000 to $149,999",10%,90%,310,,,,,,,,,,,,,,,,
3622,Closed End,Economic  opportunity  and security,Q26_18,Household income,8,Data,   "$150,000 or more",5%,95%,229,,,,,,,,,,,,,,,,
3623,Closed End,Economic  opportunity  and security,Q26_18,Housing status,1,Header,Results by housing status:,--,--,,,,,,,,,,,,,,,,,
3624,Closed End,Economic  opportunity  and security,Q26_18,Housing status,2,Data,   Owner,15%,85%,1498,,,,,,,,,,,,,,,,
3625,Closed End,Economic  opportunity  and security,Q26_18,Housing status,3,Data,   Renter,39%,61%,396,,,,,,,,,,,,,,,,
3626,Closed End,Economic  opportunity  and security,Q26_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",26%,74%,29,,,,,,,,,,,,,,,,
3627,Closed End,Economic  opportunity  and security,Q26_18,Home language,1,Header,Results by home language:,--,--,,,,,,,,,,,,,,,,,
3628,Closed End,Economic  opportunity  and security,Q26_18,Home language,2,Data,   English only,21%,79%,1769,,,,,,,,,,,,,,,,
3629,Closed End,Economic  opportunity  and security,Q26_18,Home language,3,Data,   Engish plus another language,24%,76%,95,,,,,,,,,,,,,,,,
3630,Closed End,Economic  opportunity  and security,Q26_18,Home language,4,Data,   Another language only,44%,56%,35,,,,,,,,,,,,,,,,
3631,Closed End,Economic  opportunity  and security,Q26_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,,,,,,,,,,,,,,,,,
3632,Closed End,Economic  opportunity  and security,Q26_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",23%,77%,30,,,,,,,,,,,,,,,,
3633,Closed End,Economic  opportunity  and security,Q26_18,Race / ethnicity,3,Data,   Asian American or Asian,30%,70%,78,,,,,,,,,,,,,,,,
3634,Closed End,Economic  opportunity  and security,Q26_18,Race / ethnicity,4,Data,   "Black, African American, or African",50%,50%,67,,,,,,,,,,,,,,,,
3635,Closed End,Economic  opportunity  and security,Q26_18,Race / ethnicity,5,Data,   Hispanic or Latinx,44%,56%,40,,,,,,,,,,,,,,,,
3636,Closed End,Economic  opportunity  and security,Q26_18,Race / ethnicity,6,Data,   White or Caucasian,18%,82%,1685,,,,,,,,,,,,,,,,
3637,,Economic  opportunity  and security,,,,,,,,,,,,,,,,,,,,,,,,
3638,Closed End,Economic  opportunity  and security,Q27_18,Title,1,Title,Q27. What are the top three barriers you face getting a job or finding a better job?
(Please select up to three)",,,,,,,,,,,,,,,,,,,
3639,Closed End,Economic  opportunity  and security,Q27_18,Title,2,Labels,,Transportation,Housing,Child care,Care for child with special needs,Need more / better education or skills,No job openings,No good jobs available (living wage, schedule that meets your needs, etc.),Don't know where / how to look for a job,Language barrier,No work experience,Lack of resources needed to look for a job (no phone, computer, transportation, clothes for an interview, etc.),Criminal background,Discrimination by employers (based on race/ethnicity, gender, age, etc.),Physical or mental health problems,Drug or alcohol use,Other,Number of respondents (unweighted),,
3640,Closed End,Economic  opportunity  and security,Q27_18,Region,1,Header,Results by region:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
3641,Closed End,Economic  opportunity  and security,Q27_18,Region,2,Data,   East Metro overall,21%,9%,15%,4%,44%,13%,38%,5%,4%,7%,8%,4%,13%,18%,1%,12%,324,,
3642,Closed End,Economic  opportunity  and security,Q27_18,Region,3,Data,   Dakota County,19%,11%,10%,5%,46%,12%,47%,9%,9%,5%,4%,3%,13%,10%,--,11%,74,,
3643,Closed End,Economic  opportunity  and security,Q27_18,Region,4,Data,   Ramsey County (overall),25%,10%,20%,5%,41%,16%,33%,2%,3%,8%,13%,4%,14%,25%,1%,10%,175,,
3644,Closed End,Economic  opportunity  and security,Q27_18,Region,5,Data,      City of Saint Paul,24%,9%,19%,3%,47%,15%,28%,3%,2%,8%,17%,2%,15%,30%,--,9%,98,,
3645,Closed End,Economic  opportunity  and security,Q27_18,Region,6,Data,      Suburban Ramsey County,26%,11%,23%,8%,31%,17%,40%,<.5%,3%,8%,7%,8%,13%,16%,3%,11%,77,,
3646,Closed End,Economic  opportunity  and security,Q27_18,Region,7,Data,   Washington County,17%,2%,10%,1%,49%,9%,41%,6%,--,9%,--,6%,11%,15%,--,21%,75,,
3647,Closed End,Economic  opportunity  and security,Q27_18,Gender,1,Header,Results by gender:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
3648,Closed End,Economic  opportunity  and security,Q27_18,Gender,2,Data,   Females,20%,8%,23%,4%,44%,11%,37%,7%,1%,5%,12%,3%,13%,21%,--,13%,220,,
3649,Closed End,Economic  opportunity  and security,Q27_18,Gender,3,Data,   Males,24%,10%,4%,5%,44%,15%,38%,2%,9%,10%,1%,6%,12%,16%,--,12%,89,,
3650,Closed End,Economic  opportunity  and security,Q27_18,Age,1,Header,Results by age:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
3651,Closed End,Economic  opportunity  and security,Q27_18,Age,2,Data,   18-34,33%,10%,25%,1%,51%,14%,53%,4%,--,10%,14%,4%,7%,14%,2%,6%,65,,
3652,Closed End,Economic  opportunity  and security,Q27_18,Age,3,Data,   35-44,16%,17%,21%,11%,57%,10%,27%,7%,13%,5%,3%,6%,9%,16%,--,7%,63,,
3653,Closed End,Economic  opportunity  and security,Q27_18,Age,4,Data,   45-54,10%,3%,6%,4%,40%,17%,32%,7%,3%,9%,4%,3%,10%,20%,--,21%,58,,
3654,Closed End,Economic  opportunity  and security,Q27_18,Age,5,Data,   55-64,17%,4%,1%,2%,27%,9%,37%,5%,1%,6%,7%,5%,30%,25%,--,23%,85,,
3655,Closed End,Economic  opportunity  and security,Q27_18,Age,6,Data,   65+,21%,2%,--,2%,7%,16%,20%,2%,--,--,15%,--,27%,34%,--,17%,34,,
3656,Closed End,Economic  opportunity  and security,Q27_18,Education,1,Header,Results by education level:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
3657,Closed End,Economic  opportunity  and security,Q27_18,Education,2,Data,   "Less than HS diploma, no GED",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,,
3658,Closed End,Economic  opportunity  and security,Q27_18,Education,3,Data,   HS diploma or GED,22%,13%,26%,5%,50%,8%,42%,5%,--,7%,17%,3%,15%,24%,--,18%,34,,
3659,Closed End,Economic  opportunity  and security,Q27_18,Education,4,Data,   "Some college, trade school, or Associate degree",29%,5%,11%,4%,47%,12%,33%,6%,--,8%,5%,6%,14%,20%,--,5%,115,,
3660,Closed End,Economic  opportunity  and security,Q27_18,Education,5,Data,   Bachelor's degree or higher,11%,2%,14%,5%,29%,22%,51%,3%,4%,8%,1%,4%,12%,11%,2%,18%,162,,
3661,Closed End,Economic  opportunity  and security,Q27_18,Household income,1,Header,Results by household income:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
3662,Closed End,Economic  opportunity  and security,Q27_18,Household income,2,Data,   "Less than $20,000",28%,14%,17%,1%,32%,11%,17%,5%,1%,12%,32%,4%,24%,39%,--,15%,54,,
3663,Closed End,Economic  opportunity  and security,Q27_18,Household income,3,Data,   "$20,000 to $39,999",35%,6%,7%,2%,59%,15%,56%,7%,--,9%,5%,4%,10%,16%,--,14%,65,,
3664,Closed End,Economic  opportunity  and security,Q27_18,Household income,4,Data,   "$40,000 to $59,999",2%,15%,26%,1%,50%,16%,40%,6%,17%,11%,--,3%,8%,6%,3%,6%,51,,
3665,Closed End,Economic  opportunity  and security,Q27_18,Household income,5,Data,   "$60,000 to $79,999",13%,1%,5%,3%,57%,13%,47%,7%,4%,2%,1%,5%,15%,11%,--,8%,47,,
3666,Closed End,Economic  opportunity  and security,Q27_18,Household income,6,Data,   "$80,000 to $99,999",7%,1%,18%,6%,18%,15%,40%,--,1%,--,--,6%,5%,2%,--,34%,29,,
3667,Closed End,Economic  opportunity  and security,Q27_18,Household income,7,Data,   "$100,000 to $149,999",16%,4%,11%,17%,23%,11%,47%,10%,--,7%,--,--,11%,26%,--,11%,28,,
3668,Closed End,Economic  opportunity  and security,Q27_18,Household income,8,Data,   "$150,000 or more",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,,
3669,Closed End,Economic  opportunity  and security,Q27_18,Housing status,1,Header,Results by housing status:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
3670,Closed End,Economic  opportunity  and security,Q27_18,Housing status,2,Data,   Owner,16%,2%,12%,5%,37%,13%,43%,5%,1%,7%,1%,3%,14%,14%,--,15%,191,,
3671,Closed End,Economic  opportunity  and security,Q27_18,Housing status,3,Data,   Renter,24%,14%,17%,4%,52%,14%,35%,6%,7%,8%,15%,5%,13%,23%,1%,10%,126,,
3672,Closed End,Economic  opportunity  and security,Q27_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,,
3673,Closed End,Economic  opportunity  and security,Q27_18,Home language,1,Header,Results by home language:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
3674,Closed End,Economic  opportunity  and security,Q27_18,Home language,2,Data,   English only,21%,6%,13%,5%,40%,13%,38%,4%,--,8%,8%,5%,15%,20%,1%,13%,282,,
3675,Closed End,Economic  opportunity  and security,Q27_18,Home language,3,Data,   Engish plus another language,32%,8%,32%,4%,52%,15%,58%,14%,8%,8%,12%,--,10%,15%,--,11%,22,,
3676,Closed End,Economic  opportunity  and security,Q27_18,Home language,4,Data,   Another language only,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,,
3677,Closed End,Economic  opportunity  and security,Q27_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
3678,Closed End,Economic  opportunity  and security,Q27_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,,
3679,Closed End,Economic  opportunity  and security,Q27_18,Race / ethnicity,3,Data,   Asian American or Asian,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,,
3680,Closed End,Economic  opportunity  and security,Q27_18,Race / ethnicity,4,Data,   "Black, African American, or African",22%,14%,20%,3%,47%,3%,17%,2%,--,5%,40%,--,12%,31%,--,12%,26,,
3681,Closed End,Economic  opportunity  and security,Q27_18,Race / ethnicity,5,Data,   Hispanic or Latinx,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,,
3682,Closed End,Economic  opportunity  and security,Q27_18,Race / ethnicity,6,Data,   White or Caucasian,18%,5%,13%,3%,36%,14%,46%,5%,<.5%,8%,4%,5%,18%,17%,--,15%,253,,
3683,,Economic  opportunity  and security,,,,,,,,,,,,,,,,,,,,,,,,
3684,Closed End,Economic  opportunity  and security,Q27B_18,Title,1,Title,Q27_oth. What other barriers do you face getting a job or finding a better job? (Please select up to three),,,,,,,,,,,,,,,,,,,
3685,Closed End,Economic  opportunity  and security,Q27B_18,Title,2,Labels,,   East Metro overall,   Dakota County,   Ramsey County (overall),      City of Saint Paul,      Suburban Ramsey County,   Washington County,,,,,,,,,,,,,
3685.5,Closed End,Economic  opportunity  and security,Q27B_18,Region,1,Header,Results by region:,,,,,,,,,,,,,,,,,,,
3686,Closed End,Economic  opportunity  and security,Q27B_18,Region,2,Data,Other,28%,33%,33%,35%,31%,20%,,,,,,,,,,,,,
3687,Closed End,Economic  opportunity  and security,Q27B_18,Region,3,Data,Recruiters,1%,--,2%,6%,--,--,,,,,,,,,,,,,
3688,Closed End,Economic  opportunity  and security,Q27B_18,Region,4,Data,Education,--,--,--,--,--,--,,,,,,,,,,,,,
3689,Closed End,Economic  opportunity  and security,Q27B_18,Region,5,Data,In school,--,--,--,--,--,--,,,,,,,,,,,,,
3690,Closed End,Economic  opportunity  and security,Q27B_18,Region,6,Data,Cost (e.g. of going back to school),2%,--,8%,--,12%,--,,,,,,,,,,,,,
3691,Closed End,Economic  opportunity  and security,Q27B_18,Region,7,Data,Immigration status,2%,--,5%,--,8%,--,,,,,,,,,,,,,
3692,Closed End,Economic  opportunity  and security,Q27B_18,Region,8,Data,No / not enough time to search,3%,6%,--,--,--,3%,,,,,,,,,,,,,
3693,Closed End,Economic  opportunity  and security,Q27B_18,Region,9,Data,Caregiving for a family member / family health issues (not child),4%,--,9%,24%,--,2%,,,,,,,,,,,,,
3694,Closed End,Economic  opportunity  and security,Q27B_18,Region,10,Data,Caregiving for a child with health issues (e.g. child with cancer),2%,5%,--,--,--,--,,,,,,,,,,,,,
3695,Closed End,Economic  opportunity  and security,Q27B_18,Region,11,Data,Lack of network / networking opportunities,<.5%,--,1%,3%,--,--,,,,,,,,,,,,,
3696,Closed End,Economic  opportunity  and security,Q27B_18,Region,12,Data,Overqualified (e.g. PhD),--,--,--,--,--,--,,,,,,,,,,,,,
3697,Closed End,Economic  opportunity  and security,Q27B_18,Region,13,Data,Lack of jobs (e.g. in my field / residential area / salary range),10%,13%,2%,5%,--,14%,,,,,,,,,,,,,
3698,Closed End,Economic  opportunity  and security,Q27B_18,Region,14,Data,Economy (e.g. bad economy for jobs),--,--,--,--,--,--,,,,,,,,,,,,,
3699,Closed End,Economic  opportunity  and security,Q27B_18,Region,15,Data,Work Experience,--,--,--,--,--,--,,,,,,,,,,,,,
3700,Closed End,Economic  opportunity  and security,Q27B_18,Region,16,Data,Not enough years' experience,9%,--,4%,10%,--,24%,,,,,,,,,,,,,
3701,Closed End,Economic  opportunity  and security,Q27B_18,Region,17,Data,Career gap (e.g. being out of the workforce for a while),3%,6%,2%,--,4%,--,,,,,,,,,,,,,
3702,Closed End,Economic  opportunity  and security,Q27B_18,Region,18,Data,Non-transferable skills,--,--,--,--,--,--,,,,,,,,,,,,,
3703,Closed End,Economic  opportunity  and security,Q27B_18,Region,19,Data,No opportunities for promotion,--,--,--,--,--,--,,,,,,,,,,,,,
3704,Closed End,Economic  opportunity  and security,Q27B_18,Region,20,Data,Age,19%,6%,24%,13%,31%,27%,,,,,,,,,,,,,
3705,Closed End,Economic  opportunity  and security,Q27B_18,Region,21,Data,Benefits,--,--,--,--,--,--,,,,,,,,,,,,,
3706,Closed End,Economic  opportunity  and security,Q27B_18,Region,22,Data,Current job benefits cannot compete with desired job,2%,--,6%,--,9%,--,,,,,,,,,,,,,
3707,Closed End,Economic  opportunity  and security,Q27B_18,Region,23,Data,Tuition benefits (must stay at job to receive benefits),--,--,--,--,--,--,,,,,,,,,,,,,
3708,Closed End,Economic  opportunity  and security,Q27B_18,Region,24,Data,Health care (e.g. insufficient plans / lack of high quality coverage / not affordable),2%,3%,1%,3%,--,3%,,,,,,,,,,,,,
3709,Closed End,Economic  opportunity  and security,Q27B_18,Region,25,Data,Salary,5%,--,9%,10%,8%,7%,,,,,,,,,,,,,
3710,Closed End,Economic  opportunity  and security,Q27B_18,Region,26,Data,Current salary cannot compete with desired job,6%,11%,6%,--,9%,--,,,,,,,,,,,,,
3711,Closed End,Economic  opportunity  and security,Q27B_18,Region,27,Data,Social Security,6%,16%,--,--,--,--,,,,,,,,,,,,,
3712,Closed End,Economic  opportunity  and security,Q27B_18,Region,28,Data,Relocation (not willing to relocate),--,--,--,--,--,--,,,,,,,,,,,,,
3713,Closed End,Economic  opportunity  and security,Q27B_18,Region,29,Data,Number of respondents (unweighted),52,11,27,15,12,14,,,,,,,,,,,,,
3714,,Economic  opportunity  and security,,,,,,,,,,,,,,,,,,,,,,,,
3715,Closed End,Economic  opportunity  and security,Q28_18,Title,1,Title,Q28. How worried are you about getting or finding a better job?,,,,,,,,,,,,,,,,,,,
3716,Closed End,Economic  opportunity  and security,Q28_18,Title,2,Labels,,Very worried,Fairly worried,Slightly worried,Not worried at all,Number of respondents (unweighted),,,,,,,,,,,,,,
3717,Closed End,Economic  opportunity  and security,Q28_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
3718,Closed End,Economic  opportunity  and security,Q28_18,Region,2,Data,   East Metro overall,24%,28%,33%,15%,318,,,,,,,,,,,,,,
3719,Closed End,Economic  opportunity  and security,Q28_18,Region,3,Data,   Dakota County,19%,43%,27%,10%,72,,,,,,,,,,,,,,
3720,Closed End,Economic  opportunity  and security,Q28_18,Region,4,Data,   Ramsey County (overall),30%,23%,34%,14%,174,,,,,,,,,,,,,,
3721,Closed End,Economic  opportunity  and security,Q28_18,Region,5,Data,      City of Saint Paul,29%,20%,35%,17%,97,,,,,,,,,,,,,,
3722,Closed End,Economic  opportunity  and security,Q28_18,Region,6,Data,      Suburban Ramsey County,32%,27%,32%,9%,77,,,,,,,,,,,,,,
3723,Closed End,Economic  opportunity  and security,Q28_18,Region,7,Data,   Washington County,16%,16%,43%,25%,72,,,,,,,,,,,,,,
3724,Closed End,Economic  opportunity  and security,Q28_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
3725,Closed End,Economic  opportunity  and security,Q28_18,Gender,2,Data,   Females,26%,25%,34%,16%,215,,,,,,,,,,,,,,
3726,Closed End,Economic  opportunity  and security,Q28_18,Gender,3,Data,   Males,20%,32%,34%,14%,88,,,,,,,,,,,,,,
3727,Closed End,Economic  opportunity  and security,Q28_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
3728,Closed End,Economic  opportunity  and security,Q28_18,Age,2,Data,   18-34,31%,29%,31%,10%,62,,,,,,,,,,,,,,
3729,Closed End,Economic  opportunity  and security,Q28_18,Age,3,Data,   35-44,24%,28%,35%,14%,64,,,,,,,,,,,,,,
3730,Closed End,Economic  opportunity  and security,Q28_18,Age,4,Data,   45-54,22%,25%,40%,13%,58,,,,,,,,,,,,,,
3731,Closed End,Economic  opportunity  and security,Q28_18,Age,5,Data,   55-64,19%,33%,31%,17%,84,,,,,,,,,,,,,,
3732,Closed End,Economic  opportunity  and security,Q28_18,Age,6,Data,   65+,9%,22%,29%,40%,33,,,,,,,,,,,,,,
3733,Closed End,Economic  opportunity  and security,Q28_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
3734,Closed End,Economic  opportunity  and security,Q28_18,Education,2,Data,   "Less than HS diploma, no GED",--,--,--,--,4,,,,,,,,,,,,,,
3735,Closed End,Economic  opportunity  and security,Q28_18,Education,3,Data,   HS diploma or GED,33%,12%,42%,13%,33,,,,,,,,,,,,,,
3736,Closed End,Economic  opportunity  and security,Q28_18,Education,4,Data,   "Some college, trade school, or Associate degree",20%,30%,33%,17%,109,,,,,,,,,,,,,,
3737,Closed End,Economic  opportunity  and security,Q28_18,Education,5,Data,   Bachelor's degree or higher,21%,35%,30%,14%,164,,,,,,,,,,,,,,
3738,Closed End,Economic  opportunity  and security,Q28_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
3739,Closed End,Economic  opportunity  and security,Q28_18,Household income,2,Data,   "Less than $20,000",41%,16%,21%,22%,50,,,,,,,,,,,,,,
